# LAMMPS data file written by OVITO Pro 3.12.4

851 atoms
5 atom types

0.0 250.0 xlo xhi
0.0 90.51 ylo yhi
0.0 181.02 zlo zhi

Atoms  # atomic

1 2 20.1589 52.8727 67.2966
2 1 22.993 53.4949 67.0633
3 3 25.5475 52.9786 67.442
4 1 19.8812 57.3268 66.8083
5 1 16.9743 57.3929 67.5976
6 2 22.6513 56.303 66.4975
7 1 24.3453 57.7169 64.6542
8 1 25.2411 57.9624 67.5629
9 1 25.5219 55.2866 66.1202
10 2 15.6321 59.926 66.8975
11 2 18.1797 59.7124 67.2124
12 1 20.1468 60.3283 65.4692
13 1 17.3068 61.9111 65.8448
14 2 19.8291 63.0933 65.1552
15 1 22.5648 59.1728 66.6728
16 2 22.4409 59.5937 63.881
17 1 25.1201 60.5564 63.3921
18 2 25.0058 60.081 65.9155
19 1 22.8435 62.0059 65.1747
20 2 24.0253 63.2424 67.3974
21 3 22.019 61.5726 67.6213
22 1 25.8617 62.5584 65.6085
23 2 24.4475 63.3638 63.3222
24 1 19.4262 52.5815 70.0514
25 3 17.0806 53.8143 70.6677
26 3 20.3731 51.7091 72.363
27 1 22.9132 51.2192 72.314
28 1 24.2347 53.044 70.0398
29 2 21.9448 51.8124 69.1733
30 3 21.817 53.4546 71.1214
31 2 25.6638 51.4627 71.6945
32 1 15.7109 58.7984 72.2159
33 1 18.199 54.7762 68.3364
34 1 19.3155 55.1452 71.5671
35 5 16.6613 56.4817 70.3575
36 2 19.3663 56.8969 69.5241
37 1 21.1046 54.8193 68.8481
38 1 20.6099 58.6389 71.1827
39 1 24.0656 55.6173 68.8325
40 2 24.8108 55.7461 71.4698
41 1 22.1676 56.0654 71.3775
42 5 21.877 57.5605 68.8255
43 1 24.1397 58.3326 70.2442
44 2 25.791 58.293 72.3538
45 1 14.9632 58.9143 69.3634
46 1 13.0416 59.6924 71.5654
47 4 13.8636 61.5968 69.0343
48 4 15.3871 61.7162 71.3849
49 4 12.5002 62.5162 71.5814
50 1 19.5388 62.1803 67.7169
51 1 17.9312 59.0907 69.9219
52 2 20.2896 59.6081 68.422
53 1 19.7929 61.5136 70.4592
54 1 16.8256 61.5387 68.8581
55 2 17.9568 60.654 72.1778
56 1 24.5971 60.9293 68.4357
57 2 22.2847 60.2314 69.7509
58 1 24.3465 61.0169 71.5535
59 1 22.5443 63.0038 69.7918
60 2 21.7303 61.0734 72.1537
61 1 25.6193 63.3541 70.1875
62 5 18.1836 52.8518 73.0343
63 4 17.7878 52.6028 75.8413
64 1 20.4644 51.2764 75.0476
65 2 20.3767 53.6408 76.2463
66 1 22.4596 52.1369 77.4699
67 3 23.0153 52.1485 74.8383
68 1 25.595 49.5876 77.2248
69 1 22.9234 49.6724 75.8289
70 1 25.3424 50.5921 74.1892
71 1 24.5336 53.5873 73.2182
72 1 21.2565 53.9675 73.6517
73 1 25.3183 52.5906 76.3698
74 4 13.7235 57.0806 73.3921
75 1 13.6904 57.2369 76.6313
76 1 16.2784 55.226 72.8799
77 4 16.0829 57.3957 74.8187
78 4 15.8454 54.8444 75.9001
79 2 16.5584 57.703 77.2357
80 1 18.9699 58.0339 76.0763
81 1 18.6513 55.2707 74.7185
82 2 20.8324 56.039 76.1505
83 3 20.8197 56.8447 73.6799
84 1 18.3171 57.669 72.8297
85 1 22.1476 58.3086 75.7836
86 2 24.9895 57.8973 74.9637
87 4 23.5695 56.1701 73.8502
88 1 23.0509 54.6344 75.9764
89 1 23.0673 58.6838 72.9141
90 3 12.0086 63.2543 76.8234
91 1 14.7457 62.4007 76.2226
92 4 14.382 60.9508 73.7966
93 2 14.9256 59.628 76.2883
94 4 12.5627 59.2935 74.867
95 4 11.9549 62.1103 74.5385
96 1 19.5456 62.4189 73.8047
97 1 17.5942 63.0906 76.2662
98 2 19.1279 60.9013 76.0082
99 1 20.3224 59.6496 73.9554
100 1 17.0383 60.136 74.682
101 4 16.6939 62.8978 73.475
102 1 25.2292 62.5254 75.744
103 1 21.6102 61.3892 76.407
104 1 22.7445 62.8405 73.7816
105 2 23.5073 60.5143 74.7373
106 1 24.865 59.6891 76.9461
107 2 25.402 63.0196 72.9752
108 3 22.9851 63.6327 76.4162
109 1 19.9946 53.0726 81.1017
110 5 17.4048 51.8047 80.8607
111 4 19.4711 49.9852 80.0733
112 1 19.2939 52.2959 78.3239
113 3 20.7711 50.0592 77.6054
114 3 20.9991 50.5283 82.0971
115 4 16.4045 52.9949 78.4139
116 1 23.0984 53.4879 80.7286
117 2 21.6269 51.4395 79.8503
118 1 23.7009 50.6833 81.6835
119 2 24.6757 51.8564 79.0698
120 1 23.2058 49.5097 78.961
121 4 25.7816 52.7084 81.4336
122 1 13.7667 58.2245 81.9542
123 1 15.1315 54.0654 80.9715
124 1 14.6924 58.6932 78.9018
125 4 13.2832 56.1691 79.8613
126 4 15.5596 55.646 78.4737
127 2 12.0112 58.5698 79.2235
128 1 16.3959 56.8306 80.9886
129 1 19.8098 56.1 80.8919
130 2 17.7605 54.5023 80.3145
131 1 18.3486 58.076 79.218
132 1 18.4729 55.361 77.774
133 2 20.828 57.3118 78.2661
134 3 18.6469 58.5701 81.9168
135 3 22.5031 56.5168 80.2661
136 1 25.011 55.7747 80.7844
137 2 22.0952 55.3458 82.372
138 1 23.6234 56.9099 77.8728
139 2 24.147 54.319 78.4066
140 1 21.3046 54.651 78.6759
141 1 21.1689 58.799 80.5381
142 1 12.6788 60.7391 77.5926
143 1 13.0885 60.8323 80.6629
144 2 15.0285 61.6396 78.8377
145 1 11.4833 63.0493 79.6139
146 1 14.7965 63.3788 80.9498
147 1 20.1349 63.042 81.2836
148 1 17.5123 62.6622 79.9036
149 2 19.0708 60.5482 80.3574
150 1 16.3723 59.9991 80.786
151 3 19.4379 62.3024 78.0753
152 1 17.1857 60.4321 77.7783
153 2 19.9771 59.7427 77.9644
154 1 25.6528 61.9307 80.697
155 1 22.7793 61.2126 81.4423
156 3 21.1765 61.3323 79.3832
157 1 24.25 58.9158 80.0243
158 1 23.6297 61.785 78.5234
159 2 22.3844 59.4026 78.1991
160 2 25.0386 60.104 82.473
161 1 19.2354 51.776 83.7513
162 2 21.1139 52.5476 85.8944
163 1 17.1877 53.7152 83.0333
164 4 24.226 51.6887 84.9082
165 1 22.0353 52.6549 83.3694
166 4 25.8764 52.3919 87.2532
167 1 15.0305 55.8312 83.5323
168 1 14.0157 58.2853 85.0369
169 2 19.4886 56.8994 85.7791
170 1 18.7263 54.2087 85.7371
171 1 20.893 57.5806 83.348
172 1 18.1413 56.4371 83.4716
173 2 19.899 54.4917 83.2772
174 5 16.3633 58.6305 83.4485
175 1 16.7053 56.6616 86.0588
176 5 23.7788 57.0452 85.3969
177 1 23.6165 54.2121 86.8718
178 1 23.7384 57.6771 82.6383
179 1 21.5425 55.2827 85.1723
180 1 24.3126 54.5049 83.7709
181 2 21.3271 58.6514 85.7093
182 2 25.7946 58.7326 84.4528
183 1 14.92 61.0528 83.172
184 1 14.1256 60.9845 86.2206
185 1 12.4339 63.2171 82.7049
186 5 12.232 60.3426 83.7056
187 1 14.594 63.4971 84.8219
188 2 16.3127 59.3597 86.0723
189 1 18.6249 61.5205 86.9335
190 1 20.4597 60.4922 82.9288
191 2 16.6832 61.6298 85.147
192 2 19.1004 62.366 84.3578
193 1 16.9987 63.3868 82.9342
194 1 18.7239 59.3263 84.9085
195 2 20.9712 61.1752 85.5745
196 2 17.835 60.8982 82.7636
197 5 23.5365 59.237 87.1766
198 2 25.5622 60.56 86.1738
199 1 23.287 62.2704 86.5228
200 1 24.4837 62.8697 83.3183
201 2 21.715 62.8538 83.6297
202 1 23.2322 60.1245 84.4031
203 3 20.9021 54.321 87.6897
204 3 18.8556 55.8335 87.9503
205 3 20.2923 58.243 89.9572
206 1 18.449 58.5225 87.8399
207 1 25.8485 54.9452 88.786
208 5 23.0167 58.2068 89.9296
209 3 24.0907 56.7406 87.9661
210 1 21.4179 56.9344 87.7768
211 2 22.9277 55.2369 89.4675
212 1 25.8972 57.5704 90.1208
213 1 16.254 60.7348 88.4116
214 2 15.5357 63.2376 87.4772
215 1 17.9149 63.3796 89.1778
216 1 21.0587 60.0241 88.0586
217 1 18.9473 60.725 90.0615
218 3 20.5035 62.6126 88.4413
219 1 20.5877 63.3665 90.9034
220 2 24.967 63.1857 88.6804
221 1 25.0315 60.3551 89.3295
222 1 21.7895 60.5479 91.0872
223 4 24.7123 60.4981 92.151
224 2 22.7963 61.813 89.0447
225 1 23.6521 63.1711 91.2039
226 2 17.339 67.3376 66.4937
227 2 19.9422 65.9585 65.3939
228 1 18.0906 64.6146 66.9231
229 1 21.5251 64.4328 67.038
230 1 21.756 64.4513 63.836
231 1 24.0428 65.1873 65.5002
232 2 23.9771 65.8807 62.765
233 1 22.2273 67.34 64.5062
234 2 24.9716 67.7841 64.3258
235 1 24.8658 67.7176 67.0248
236 2 22.1418 67.2525 67.2041
237 1 19.8554 68.6914 65.7259
238 1 22.8638 69.7752 66.1394
239 1 25.4241 72.5481 67.2374
240 2 25.5588 70.1412 65.6888
241 3 14.5357 67.4615 71.0105
242 4 12.6376 65.69 71.774
243 4 14.5323 64.269 70.2703
244 1 16.1175 65.7518 72.2134
245 2 15.7123 63.7892 67.9081
246 5 20.9763 66.7663 72.4268
247 1 19.5641 66.9303 68.1074
248 2 18.8555 66.2598 70.9178
249 1 16.6909 66.2598 69.1339
250 2 19.7742 64.4393 69.2017
251 1 17.6794 63.6858 70.7267
252 1 20.7036 64.096 71.7681
253 1 17.1976 68.4753 71.1723
254 1 25.2349 67.4799 70.1152
255 3 23.0404 67.8889 71.631
256 1 21.8856 66.2329 69.7202
257 1 23.6638 65.1767 71.8817
258 4 24.2924 65.3612 68.5729
259 1 14.8569 69.7802 72.4093
260 3 15.4955 68.7761 69.1138
261 1 16.1139 72.6046 72.3584
262 1 19.7097 71.7535 69.257
263 1 18.7839 71.0874 72.0646
264 2 16.6869 70.9905 70.1762
265 1 20.1874 68.8035 70.4388
266 1 18.0062 69.4291 68.2803
267 3 20.7774 69.6162 67.9354
268 3 22.6147 73.3006 70.6211
269 1 22.5188 71.9603 68.1574
270 1 24.8495 72.0119 70.1111
271 2 21.8096 71.0258 70.8529
272 2 25.3136 69.9928 68.3613
273 3 24.352 69.9007 71.6251
274 1 22.9796 69.1578 69.2548
275 1 20.2698 73.7616 71.6624
276 3 21.023 74.1862 68.9613
277 2 17.8262 73.45 70.3149
278 1 24.7872 74.5036 71.7124
279 1 22.1528 75.9203 70.7989
280 1 23.9312 74.676 68.7363
281 2 23.911 77.0717 72.5738
282 1 15.6536 67.4808 76.8273
283 3 12.9326 67.7121 76.5803
284 2 11.6816 65.0853 74.7443
285 1 13.8478 65.1966 76.2662
286 1 13.9261 67.1339 73.9245
287 1 14.0189 63.9555 73.5465
288 2 16.1754 65.1906 75.0077
289 1 20.3546 67.356 75.1694
290 2 18.1226 65.8247 76.5005
291 1 18.6839 65.346 73.7127
292 1 20.3288 64.2219 76.1476
293 2 19.1292 68.452 72.9618
294 3 18.2223 68.2219 76.5891
295 1 16.9543 67.8323 74.2295
296 5 22.8427 66.0881 76.8024
297 3 24.633 67.5964 75.8552
298 3 22.8924 67.4378 74.2134
299 1 24.6648 65.1964 74.6436
300 3 21.8721 65.2223 74.2721
301 1 25.3337 67.6559 73.0642
302 1 14.8018 71.9799 74.9459
303 1 13.6395 70.2596 77.2173
304 3 14.8726 69.3326 75.0851
305 2 19.0151 72.1693 77.2343
306 1 18.0629 72.828 74.7112
307 1 16.7825 70.4643 76.8282
308 1 19.3047 70.1794 75.0621
309 3 16.8919 70.4784 73.9662
310 2 20.6064 72.1993 73.7655
311 2 23.8498 72.3444 75.9217
312 2 21.8871 70.7721 75.5897
313 1 24.3621 69.8363 77.2308
314 3 22.1846 68.5894 76.5875
315 1 24.2793 69.9082 74.3998
316 1 23.142 72.1605 72.9657
317 1 21.599 69.5776 73.1249
318 1 16.2621 73.504 77.0589
319 3 15.9642 74.5127 74.5229
320 1 18.8496 75.0468 76.8899
321 2 19.8281 74.7969 74.3133
322 2 20.5132 76.6988 72.8758
323 1 17.8254 75.0442 72.6324
324 1 23.649 77.8165 77.478
325 1 24.8597 76.4609 75.0741
326 1 21.4058 76.6093 75.8062
327 2 24.9388 73.8281 74.3589
328 1 23.5392 74.781 77.2327
329 1 22.4981 74.8746 73.7089
330 1 21.2115 73.3722 76.0671
331 1 11.5121 65.6699 77.9777
332 4 15.4521 66.1855 80.7081
